workerId,areaCode,ppm,at
W-1113,HCU,4.4,2026-08-29T12:00:00
W-1113,HCU,6.2,2026-08-29T12:30:00
W-1113,HCU,2.0,2026-08-29T13:00:00
W-1113,HCU,1.6,2026-08-29T13:30:00
W-1113,HCU,2.5,2026-08-29T14:00:00
W-1113,HCU,2.6,2026-08-29T14:30:00
W-1113,HCU,1.7,2026-08-29T15:00:00
W-1113,HCU,1.1,2026-08-29T15:30:00
W-1116,DHDT,1.5,2026-08-29T16:00:00
W-1116,DHDT,1.5,2026-08-29T16:30:00
W-1116,DHDT,1.1,2026-08-29T17:00:00
W-1116,DHDT,1.6,2026-08-29T17:30:00
W-1116,DHDT,1.5,2026-08-29T18:00:00
W-1116,DHDT,1.5,2026-08-29T18:30:00
W-1116,DHDT,1.3,2026-08-29T19:00:00
W-1116,DHDT,2.1,2026-08-29T19:30:00
W-1116,DHDT,1.7,2026-08-29T20:00:00
W-1116,DHDT,1.1,2026-08-29T20:30:00
W-1116,DHDT,2.0,2026-08-29T21:00:00
W-1116,DHDT,2.3,2026-08-29T21:30:00
W-1116,DHDT,1.3,2026-08-29T22:00:00
W-1116,DHDT,1.9,2026-08-29T22:30:00
W-1116,DHDT,1.3,2026-08-29T23:00:00
W-1116,DHDT,1.5,2026-08-29T23:30:00
W-1119,CDU-III,0.9,2026-08-29T00:00:00
W-1119,CDU-III,0.7,2026-08-29T00:30:00
W-1119,CDU-III,0.7,2026-08-29T01:00:00
W-1119,CDU-III,0.8,2026-08-29T01:30:00
W-1119,CDU-III,1.0,2026-08-29T02:00:00
W-1119,CDU-III,3.8,2026-08-29T02:30:00
W-1119,CDU-III,1.3,2026-08-29T03:00:00
W-1119,CDU-III,1.6,2026-08-29T03:30:00
W-1119,CDU-III,1.1,2026-08-29T04:00:00
W-1119,CDU-III,1.0,2026-08-29T04:30:00
W-1119,CDU-III,1.2,2026-08-29T05:00:00
W-1119,CDU-III,1.7,2026-08-29T05:30:00
W-1119,CDU-III,1.2,2026-08-29T06:00:00
W-1119,CDU-III,0.9,2026-08-29T06:30:00
W-1119,CDU-III,1.6,2026-08-29T07:00:00
W-1119,CDU-III,1.6,2026-08-29T07:30:00
W-1122,ETP,1.4,2026-08-29T08:00:00
W-1122,ETP,2.9,2026-08-29T08:30:00
W-1122,ETP,2.0,2026-08-29T09:00:00
W-1122,ETP,0.6,2026-08-29T09:30:00
W-1122,ETP,0.9,2026-08-29T10:00:00
W-1122,ETP,0.7,2026-08-29T10:30:00
W-1122,ETP,0.5,2026-08-29T11:00:00
W-1122,ETP,0.9,2026-08-29T11:30:00
W-1122,ETP,0.6,2026-08-29T12:00:00
W-1122,ETP,1.3,2026-08-29T12:30:00
W-1122,ETP,1.3,2026-08-29T13:00:00
W-1122,ETP,1.3,2026-08-29T13:30:00
W-1122,ETP,1.2,2026-08-29T14:00:00
W-1122,ETP,1.0,2026-08-29T14:30:00
W-1122,ETP,1.4,2026-08-29T15:00:00
W-1122,ETP,1.0,2026-08-29T15:30:00
W-1125,TF,0.5,2026-08-29T16:00:00
W-1125,TF,0.7,2026-08-29T16:30:00
W-1125,TF,0.7,2026-08-29T17:00:00
W-1125,TF,0.5,2026-08-29T17:30:00
W-1125,TF,0.5,2026-08-29T18:00:00
W-1125,TF,0.5,2026-08-29T18:30:00
W-1125,TF,0.6,2026-08-29T19:00:00
W-1125,TF,1.6,2026-08-29T19:30:00
W-1125,TF,0.5,2026-08-29T20:00:00
W-1125,TF,0.4,2026-08-29T20:30:00
W-1125,TF,0.3,2026-08-29T21:00:00
W-1125,TF,0.4,2026-08-29T21:30:00
W-1125,TF,0.4,2026-08-29T22:00:00
W-1125,TF,0.8,2026-08-29T22:30:00
W-1125,TF,0.3,2026-08-29T23:00:00
W-1125,TF,0.3,2026-08-29T23:30:00
W-1128,SRU,3.8,2026-08-29T00:00:00
W-1128,SRU,2.6,2026-08-29T00:30:00
W-1128,SRU,5.0,2026-08-29T01:00:00
W-1128,SRU,6.6,2026-08-29T01:30:00
W-1128,SRU,3.2,2026-08-29T02:00:00
W-1128,SRU,3.7,2026-08-29T02:30:00
W-1128,SRU,14.4,2026-08-29T03:00:00
W-1128,SRU,7.7,2026-08-29T03:30:00
W-1128,SRU,11.6,2026-08-29T04:00:00
W-1128,SRU,16.8,2026-08-29T04:30:00
W-1128,SRU,19.3,2026-08-29T05:00:00
W-1128,SRU,14.5,2026-08-29T05:30:00
W-1128,SRU,15.7,2026-08-29T06:00:00
W-1128,SRU,17.4,2026-08-29T06:30:00
W-1128,SRU,5.3,2026-08-29T07:00:00
W-1128,SRU,4.9,2026-08-29T07:30:00
W-1131,ARU,5.3,2026-08-29T08:00:00
W-1131,ARU,7.4,2026-08-29T08:30:00
W-1131,ARU,20.1,2026-08-29T09:00:00
W-1131,ARU,19.7,2026-08-29T09:30:00
W-1131,ARU,2.3,2026-08-29T10:00:00
W-1131,ARU,3.8,2026-08-29T10:30:00
W-1131,ARU,5.4,2026-08-29T11:00:00
W-1131,ARU,10.3,2026-08-29T11:30:00
W-1131,ARU,8.6,2026-08-29T12:00:00
W-1131,ARU,3.8,2026-08-29T12:30:00
W-1131,ARU,4.0,2026-08-29T13:00:00
W-1131,ARU,4.3,2026-08-29T13:30:00
W-1131,ARU,3.0,2026-08-29T14:00:00
W-1131,ARU,5.4,2026-08-29T14:30:00
W-1131,ARU,16.2,2026-08-29T15:00:00
W-1131,ARU,11.9,2026-08-29T15:30:00
W-1134,SWS,4.8,2026-08-29T16:00:00
W-1134,SWS,4.5,2026-08-29T16:30:00
W-1134,SWS,14.8,2026-08-29T17:00:00
W-1134,SWS,17.5,2026-08-29T17:30:00
W-1134,SWS,10.0,2026-08-29T18:00:00
W-1134,SWS,4.4,2026-08-29T18:30:00
W-1134,SWS,2.7,2026-08-29T19:00:00
W-1134,SWS,17.1,2026-08-29T19:30:00
W-1134,SWS,10.6,2026-08-29T20:00:00
W-1134,SWS,14.7,2026-08-29T20:30:00
W-1134,SWS,3.1,2026-08-29T21:00:00
W-1134,SWS,5.7,2026-08-29T21:30:00
W-1134,SWS,8.6,2026-08-29T22:00:00
W-1134,SWS,2.5,2026-08-29T22:30:00
W-1134,SWS,3.5,2026-08-29T23:00:00
W-1134,SWS,2.6,2026-08-29T23:30:00
W-1137,DCU,1.5,2026-08-29T00:00:00
W-1137,DCU,2.8,2026-08-29T00:30:00
W-1137,DCU,2.0,2026-08-29T01:00:00
W-1137,DCU,3.3,2026-08-29T01:30:00
W-1137,DCU,1.4,2026-08-29T02:00:00
W-1137,DCU,2.0,2026-08-29T02:30:00
W-1137,DCU,1.7,2026-08-29T03:00:00
W-1137,DCU,2.0,2026-08-29T03:30:00
W-1137,DCU,1.4,2026-08-29T04:00:00
W-1137,DCU,2.1,2026-08-29T04:30:00
W-1137,DCU,1.5,2026-08-29T05:00:00
W-1137,DCU,2.5,2026-08-29T05:30:00
W-1137,DCU,2.0,2026-08-29T06:00:00
W-1137,DCU,3.7,2026-08-29T06:30:00
W-1137,DCU,1.7,2026-08-29T07:00:00
W-1137,DCU,7.4,2026-08-29T07:30:00
W-1140,HCU,1.7,2026-08-29T08:00:00
W-1140,HCU,1.5,2026-08-29T08:30:00
W-1140,HCU,2.0,2026-08-29T09:00:00
W-1140,HCU,2.2,2026-08-29T09:30:00
W-1140,HCU,1.8,2026-08-29T10:00:00
W-1140,HCU,2.5,2026-08-29T10:30:00
W-1140,HCU,1.9,2026-08-29T11:00:00
W-1140,HCU,2.6,2026-08-29T11:30:00
W-1140,HCU,2.6,2026-08-29T12:00:00
W-1140,HCU,2.5,2026-08-29T12:30:00
W-1140,HCU,1.2,2026-08-29T13:00:00
W-1140,HCU,5.3,2026-08-29T13:30:00
W-1140,HCU,6.7,2026-08-29T14:00:00
W-1140,HCU,1.6,2026-08-29T14:30:00
W-1140,HCU,1.6,2026-08-29T15:00:00
W-1140,HCU,2.5,2026-08-29T15:30:00
W-1143,DHDT,1.2,2026-08-29T16:00:00
W-1143,DHDT,1.0,2026-08-29T16:30:00
W-1143,DHDT,1.4,2026-08-29T17:00:00
W-1143,DHDT,2.3,2026-08-29T17:30:00
W-1143,DHDT,1.3,2026-08-29T18:00:00
W-1143,DHDT,2.3,2026-08-29T18:30:00
W-1143,DHDT,3.3,2026-08-29T19:00:00
W-1143,DHDT,2.6,2026-08-29T19:30:00
W-1143,DHDT,2.2,2026-08-29T20:00:00
W-1143,DHDT,2.1,2026-08-29T20:30:00
W-1143,DHDT,1.1,2026-08-29T21:00:00
W-1143,DHDT,1.6,2026-08-29T21:30:00
W-1143,DHDT,1.8,2026-08-29T22:00:00
W-1143,DHDT,3.6,2026-08-29T22:30:00
W-1143,DHDT,5.3,2026-08-29T23:00:00
W-1143,DHDT,4.5,2026-08-29T23:30:00
W-1146,CDU-III,1.1,2026-08-29T00:00:00
W-1146,CDU-III,1.3,2026-08-29T00:30:00
W-1146,CDU-III,1.3,2026-08-29T01:00:00
W-1146,CDU-III,4.0,2026-08-29T01:30:00
W-1146,CDU-III,4.2,2026-08-29T02:00:00
W-1146,CDU-III,1.5,2026-08-29T02:30:00
W-1146,CDU-III,1.7,2026-08-29T03:00:00
W-1146,CDU-III,0.8,2026-08-29T03:30:00
W-1146,CDU-III,1.2,2026-08-29T04:00:00
W-1146,CDU-III,1.2,2026-08-29T04:30:00
W-1146,CDU-III,0.8,2026-08-29T05:00:00
W-1146,CDU-III,1.6,2026-08-29T05:30:00
W-1146,CDU-III,1.9,2026-08-29T06:00:00
W-1146,CDU-III,1.1,2026-08-29T06:30:00
W-1146,CDU-III,1.3,2026-08-29T07:00:00
W-1146,CDU-III,1.2,2026-08-29T07:30:00
W-1149,ETP,1.1,2026-08-29T08:00:00
W-1149,ETP,0.7,2026-08-29T08:30:00
W-1149,ETP,0.6,2026-08-29T09:00:00
W-1149,ETP,1.4,2026-08-29T09:30:00
W-1149,ETP,0.9,2026-08-29T10:00:00
W-1149,ETP,0.8,2026-08-29T10:30:00
W-1149,ETP,1.2,2026-08-29T11:00:00
W-1149,ETP,0.8,2026-08-29T11:30:00
W-1149,ETP,1.1,2026-08-29T12:00:00
W-1149,ETP,5.3,2026-08-29T12:30:00
W-1149,ETP,2.7,2026-08-29T13:00:00
W-1149,ETP,1.4,2026-08-29T13:30:00
W-1149,ETP,3.3,2026-08-29T14:00:00
W-1149,ETP,1.2,2026-08-29T14:30:00
W-1149,ETP,0.5,2026-08-29T15:00:00
W-1149,ETP,0.6,2026-08-29T15:30:00
W-1155,SRU,5.4,2026-08-29T00:00:00
W-1155,SRU,3.1,2026-08-29T00:30:00
W-1155,SRU,5.1,2026-08-29T01:00:00
W-1155,SRU,2.4,2026-08-29T01:30:00
W-1155,SRU,2.7,2026-08-29T02:00:00
W-1155,SRU,3.3,2026-08-29T02:30:00
W-1155,SRU,5.1,2026-08-29T03:00:00
W-1155,SRU,6.2,2026-08-29T03:30:00
W-1155,SRU,4.4,2026-08-29T04:00:00
W-1155,SRU,6.0,2026-08-29T04:30:00
W-1155,SRU,5.5,2026-08-29T05:00:00
W-1155,SRU,5.2,2026-08-29T05:30:00
W-1155,SRU,2.9,2026-08-29T06:00:00
W-1155,SRU,3.8,2026-08-29T06:30:00
W-1155,SRU,14.7,2026-08-29T07:00:00
W-1155,SRU,12.6,2026-08-29T07:30:00
W-1158,ARU,3.5,2026-08-29T08:00:00
W-1158,ARU,3.2,2026-08-29T08:30:00
W-1158,ARU,4.5,2026-08-29T09:00:00
W-1158,ARU,3.5,2026-08-29T09:30:00
W-1158,ARU,5.6,2026-08-29T10:00:00
W-1158,ARU,3.8,2026-08-29T10:30:00
W-1158,ARU,2.9,2026-08-29T11:00:00
W-1158,ARU,2.3,2026-08-29T11:30:00
W-1158,ARU,3.4,2026-08-29T12:00:00
W-1158,ARU,3.3,2026-08-29T12:30:00
W-1158,ARU,5.3,2026-08-29T13:00:00
W-1158,ARU,3.3,2026-08-29T13:30:00
W-1158,ARU,3.0,2026-08-29T14:00:00
W-1158,ARU,4.9,2026-08-29T14:30:00
W-1158,ARU,3.0,2026-08-29T15:00:00
W-1158,ARU,3.0,2026-08-29T15:30:00
W-1161,SWS,5.6,2026-08-29T16:00:00
W-1161,SWS,11.1,2026-08-29T16:30:00
W-1161,SWS,9.1,2026-08-29T17:00:00
W-1161,SWS,2.2,2026-08-29T17:30:00
W-1161,SWS,4.3,2026-08-29T18:00:00
W-1161,SWS,5.5,2026-08-29T18:30:00
W-1161,SWS,3.3,2026-08-29T19:00:00
W-1161,SWS,5.5,2026-08-29T19:30:00
W-1161,SWS,2.7,2026-08-29T20:00:00
W-1161,SWS,6.1,2026-08-29T20:30:00
W-1161,SWS,5.0,2026-08-29T21:00:00
W-1161,SWS,16.7,2026-08-29T21:30:00
W-1161,SWS,13.0,2026-08-29T22:00:00
W-1161,SWS,10.7,2026-08-29T22:30:00
W-1161,SWS,6.0,2026-08-29T23:00:00
W-1161,SWS,4.2,2026-08-29T23:30:00
W-1164,DCU,3.5,2026-08-29T00:00:00
W-1164,DCU,2.8,2026-08-29T00:30:00
W-1164,DCU,2.5,2026-08-29T01:00:00
W-1164,DCU,3.3,2026-08-29T01:30:00
W-1164,DCU,3.3,2026-08-29T02:00:00
W-1164,DCU,2.2,2026-08-29T02:30:00
W-1164,DCU,2.5,2026-08-29T03:00:00
W-1164,DCU,2.7,2026-08-29T03:30:00
W-1164,DCU,3.5,2026-08-29T04:00:00
W-1164,DCU,3.5,2026-08-29T04:30:00
W-1164,DCU,1.6,2026-08-29T05:00:00
W-1164,DCU,2.1,2026-08-29T05:30:00
W-1164,DCU,1.4,2026-08-29T06:00:00
W-1164,DCU,2.4,2026-08-29T06:30:00
W-1164,DCU,3.2,2026-08-29T07:00:00
W-1164,DCU,2.9,2026-08-29T07:30:00
W-1167,HCU,2.8,2026-08-29T08:00:00
W-1167,HCU,1.6,2026-08-29T08:30:00
W-1167,HCU,2.8,2026-08-29T09:00:00
W-1167,HCU,1.2,2026-08-29T09:30:00
W-1167,HCU,1.8,2026-08-29T10:00:00
W-1167,HCU,2.4,2026-08-29T10:30:00
W-1167,HCU,2.7,2026-08-29T11:00:00
W-1167,HCU,1.2,2026-08-29T11:30:00
W-1167,HCU,1.1,2026-08-29T12:00:00
W-1167,HCU,1.6,2026-08-29T12:30:00
W-1167,HCU,1.4,2026-08-29T13:00:00
W-1167,HCU,2.5,2026-08-29T13:30:00
W-1167,HCU,1.7,2026-08-29T14:00:00
W-1167,HCU,1.9,2026-08-29T14:30:00
W-1167,HCU,1.5,2026-08-29T15:00:00
W-1167,HCU,1.8,2026-08-29T15:30:00
W-1170,DHDT,1.2,2026-08-29T16:00:00
W-1170,DHDT,2.1,2026-08-29T16:30:00
W-1170,DHDT,1.4,2026-08-29T17:00:00
W-1170,DHDT,2.1,2026-08-29T17:30:00
W-1170,DHDT,1.0,2026-08-29T18:00:00
W-1170,DHDT,1.6,2026-08-29T18:30:00
W-1170,DHDT,2.2,2026-08-29T19:00:00
W-1170,DHDT,0.9,2026-08-29T19:30:00
W-1170,DHDT,2.0,2026-08-29T20:00:00
W-1170,DHDT,1.7,2026-08-29T20:30:00
W-1170,DHDT,2.3,2026-08-29T21:00:00
W-1170,DHDT,1.3,2026-08-29T21:30:00
W-1170,DHDT,1.4,2026-08-29T22:00:00
W-1170,DHDT,2.3,2026-08-29T22:30:00
W-1170,DHDT,1.6,2026-08-29T23:00:00
W-1170,DHDT,1.5,2026-08-29T23:30:00
W-1173,CDU-III,0.8,2026-08-29T00:00:00
W-1173,CDU-III,1.2,2026-08-29T00:30:00
W-1173,CDU-III,1.3,2026-08-29T01:00:00
W-1173,CDU-III,1.7,2026-08-29T01:30:00
W-1173,CDU-III,1.8,2026-08-29T02:00:00
W-1173,CDU-III,1.6,2026-08-29T02:30:00
W-1173,CDU-III,1.3,2026-08-29T03:00:00
W-1173,CDU-III,1.0,2026-08-29T03:30:00
W-1173,CDU-III,1.2,2026-08-29T04:00:00
W-1173,CDU-III,1.6,2026-08-29T04:30:00
W-1173,CDU-III,1.4,2026-08-29T05:00:00
W-1173,CDU-III,1.7,2026-08-29T05:30:00
W-1173,CDU-III,1.2,2026-08-29T06:00:00
W-1173,CDU-III,1.1,2026-08-29T06:30:00
W-1173,CDU-III,0.9,2026-08-29T07:00:00
W-1173,CDU-III,1.9,2026-08-29T07:30:00
W-1179,TF,0.7,2026-08-29T16:00:00
W-1179,TF,0.7,2026-08-29T16:30:00
W-1179,TF,0.4,2026-08-29T17:00:00
W-1179,TF,0.7,2026-08-29T17:30:00
W-1179,TF,0.4,2026-08-29T18:00:00
W-1179,TF,0.7,2026-08-29T18:30:00
W-1179,TF,0.3,2026-08-29T19:00:00
W-1179,TF,0.3,2026-08-29T19:30:00
W-1179,TF,0.4,2026-08-29T20:00:00
W-1179,TF,0.5,2026-08-29T20:30:00
W-1179,TF,0.8,2026-08-29T21:00:00
W-1179,TF,0.4,2026-08-29T21:30:00
W-1179,TF,0.4,2026-08-29T22:00:00
W-1179,TF,0.8,2026-08-29T22:30:00
W-1179,TF,0.7,2026-08-29T23:00:00
W-1179,TF,1.3,2026-08-29T23:30:00
W-1182,SRU,2.6,2026-08-29T00:00:00
W-1182,SRU,5.6,2026-08-29T00:30:00
W-1182,SRU,4.5,2026-08-29T01:00:00
W-1182,SRU,3.0,2026-08-29T01:30:00
W-1182,SRU,6.0,2026-08-29T02:00:00
W-1182,SRU,2.5,2026-08-29T02:30:00
W-1182,SRU,2.8,2026-08-29T03:00:00
W-1182,SRU,6.5,2026-08-29T03:30:00
W-1182,SRU,4.0,2026-08-29T04:00:00
W-1182,SRU,3.9,2026-08-29T04:30:00
W-1182,SRU,5.5,2026-08-29T05:00:00
W-1182,SRU,5.2,2026-08-29T05:30:00
W-1182,SRU,2.9,2026-08-29T06:00:00
W-1182,SRU,3.9,2026-08-29T06:30:00
W-1182,SRU,4.2,2026-08-29T07:00:00
W-1182,SRU,5.5,2026-08-29T07:30:00
W-1185,ARU,4.7,2026-08-29T08:00:00
W-1185,ARU,4.5,2026-08-29T08:30:00
W-1185,ARU,2.7,2026-08-29T09:00:00
W-1185,ARU,2.1,2026-08-29T09:30:00
W-1185,ARU,4.7,2026-08-29T10:00:00
W-1185,ARU,3.3,2026-08-29T10:30:00
W-1185,ARU,4.0,2026-08-29T11:00:00
W-1185,ARU,5.6,2026-08-29T11:30:00
W-1185,ARU,5.0,2026-08-29T12:00:00
W-1185,ARU,2.6,2026-08-29T12:30:00
W-1185,ARU,3.8,2026-08-29T13:00:00
W-1185,ARU,3.5,2026-08-29T13:30:00
W-1185,ARU,3.8,2026-08-29T14:00:00
W-1185,ARU,3.7,2026-08-29T14:30:00
W-1185,ARU,4.5,2026-08-29T15:00:00
W-1185,ARU,4.1,2026-08-29T15:30:00
W-1188,SWS,7.5,2026-08-29T16:00:00
W-1188,SWS,18.0,2026-08-29T16:30:00
W-1188,SWS,16.9,2026-08-29T17:00:00
W-1188,SWS,3.3,2026-08-29T17:30:00
W-1188,SWS,2.6,2026-08-29T18:00:00
W-1188,SWS,3.5,2026-08-29T18:30:00
W-1188,SWS,5.6,2026-08-29T19:00:00
W-1188,SWS,10.8,2026-08-29T19:30:00
W-1188,SWS,12.5,2026-08-29T20:00:00
W-1188,SWS,15.9,2026-08-29T20:30:00
W-1188,SWS,15.0,2026-08-29T21:00:00
W-1188,SWS,17.0,2026-08-29T21:30:00
W-1188,SWS,10.0,2026-08-29T22:00:00
W-1188,SWS,3.2,2026-08-29T22:30:00
W-1188,SWS,5.4,2026-08-29T23:00:00
W-1188,SWS,2.4,2026-08-29T23:30:00
W-1191,DCU,3.3,2026-08-29T00:00:00
W-1191,DCU,3.6,2026-08-29T00:30:00
W-1191,DCU,3.6,2026-08-29T01:00:00
W-1191,DCU,1.6,2026-08-29T01:30:00
W-1191,DCU,3.3,2026-08-29T02:00:00
W-1191,DCU,2.3,2026-08-29T02:30:00
W-1191,DCU,3.3,2026-08-29T03:00:00
W-1191,DCU,3.7,2026-08-29T03:30:00
W-1191,DCU,1.8,2026-08-29T04:00:00
W-1191,DCU,3.7,2026-08-29T04:30:00
W-1191,DCU,2.8,2026-08-29T05:00:00
W-1191,DCU,3.7,2026-08-29T05:30:00
W-1191,DCU,2.5,2026-08-29T06:00:00
W-1191,DCU,2.3,2026-08-29T06:30:00
W-1191,DCU,3.7,2026-08-29T07:00:00
W-1191,DCU,3.2,2026-08-29T07:30:00
W-1194,HCU,1.2,2026-08-29T08:00:00
W-1194,HCU,1.7,2026-08-29T08:30:00
W-1194,HCU,2.7,2026-08-29T09:00:00
W-1194,HCU,2.3,2026-08-29T09:30:00
W-1194,HCU,1.4,2026-08-29T10:00:00
W-1194,HCU,1.9,2026-08-29T10:30:00
W-1194,HCU,2.5,2026-08-29T11:00:00
W-1194,HCU,2.6,2026-08-29T11:30:00
W-1194,HCU,2.6,2026-08-29T12:00:00
W-1194,HCU,2.7,2026-08-29T12:30:00
W-1194,HCU,2.4,2026-08-29T13:00:00
W-1194,HCU,1.3,2026-08-29T13:30:00
W-1194,HCU,2.4,2026-08-29T14:00:00
W-1194,HCU,2.3,2026-08-29T14:30:00
W-1194,HCU,1.1,2026-08-29T15:00:00
W-1194,HCU,1.4,2026-08-29T15:30:00
W-1197,DHDT,1.2,2026-08-29T16:00:00
W-1197,DHDT,2.3,2026-08-29T16:30:00
W-1197,DHDT,2.0,2026-08-29T17:00:00
W-1197,DHDT,1.3,2026-08-29T17:30:00
W-1197,DHDT,1.2,2026-08-29T18:00:00
W-1197,DHDT,1.7,2026-08-29T18:30:00
W-1197,DHDT,1.0,2026-08-29T19:00:00
W-1197,DHDT,2.0,2026-08-29T19:30:00
W-1197,DHDT,3.8,2026-08-29T20:00:00
W-1197,DHDT,1.8,2026-08-29T20:30:00
W-1197,DHDT,1.4,2026-08-29T21:00:00
W-1197,DHDT,1.6,2026-08-29T21:30:00
W-1197,DHDT,5.1,2026-08-29T22:00:00
W-1197,DHDT,3.0,2026-08-29T22:30:00
W-1197,DHDT,2.2,2026-08-29T23:00:00
W-1197,DHDT,1.8,2026-08-29T23:30:00
W-1200,CDU-III,1.1,2026-08-29T00:00:00
W-1200,CDU-III,0.9,2026-08-29T00:30:00
W-1200,CDU-III,0.8,2026-08-29T01:00:00
W-1200,CDU-III,1.6,2026-08-29T01:30:00
W-1200,CDU-III,1.1,2026-08-29T02:00:00
W-1200,CDU-III,0.9,2026-08-29T02:30:00
W-1200,CDU-III,1.2,2026-08-29T03:00:00
W-1200,CDU-III,1.0,2026-08-29T03:30:00
W-1200,CDU-III,1.3,2026-08-29T04:00:00
W-1200,CDU-III,1.9,2026-08-29T04:30:00
W-1200,CDU-III,1.8,2026-08-29T05:00:00
W-1200,CDU-III,1.7,2026-08-29T05:30:00
W-1200,CDU-III,1.7,2026-08-29T06:00:00
W-1200,CDU-III,1.9,2026-08-29T06:30:00
W-1200,CDU-III,1.5,2026-08-29T07:00:00
W-1200,CDU-III,0.9,2026-08-29T07:30:00
W-1203,ETP,1.1,2026-08-29T08:00:00
W-1203,ETP,0.9,2026-08-29T08:30:00
W-1203,ETP,0.7,2026-08-29T09:00:00
W-1203,ETP,0.7,2026-08-29T09:30:00
W-1203,ETP,0.9,2026-08-29T10:00:00
W-1203,ETP,0.9,2026-08-29T10:30:00
W-1203,ETP,0.9,2026-08-29T11:00:00
W-1203,ETP,0.8,2026-08-29T11:30:00
W-1203,ETP,0.9,2026-08-29T12:00:00
W-1203,ETP,0.6,2026-08-29T12:30:00
W-1203,ETP,0.7,2026-08-29T13:00:00
W-1203,ETP,0.9,2026-08-29T13:30:00
W-1203,ETP,1.4,2026-08-29T14:00:00
W-1203,ETP,1.1,2026-08-29T14:30:00
W-1203,ETP,1.2,2026-08-29T15:00:00
W-1203,ETP,0.6,2026-08-29T15:30:00
W-1206,TF,0.6,2026-08-29T16:00:00
W-1206,TF,0.5,2026-08-29T16:30:00
W-1206,TF,0.3,2026-08-29T17:00:00
W-1206,TF,0.8,2026-08-29T17:30:00
W-1206,TF,0.6,2026-08-29T18:00:00
W-1206,TF,0.3,2026-08-29T18:30:00
W-1206,TF,1.1,2026-08-29T19:00:00
W-1206,TF,0.7,2026-08-29T19:30:00
W-1206,TF,1.3,2026-08-29T20:00:00
W-1206,TF,0.3,2026-08-29T20:30:00
W-1206,TF,0.6,2026-08-29T21:00:00
W-1206,TF,0.6,2026-08-29T21:30:00
W-1206,TF,0.6,2026-08-29T22:00:00
W-1206,TF,0.3,2026-08-29T22:30:00
W-1206,TF,0.7,2026-08-29T23:00:00
W-1206,TF,0.4,2026-08-29T23:30:00
W-1209,SRU,3.6,2026-08-29T00:00:00
W-1209,SRU,5.6,2026-08-29T00:30:00
W-1209,SRU,5.7,2026-08-29T01:00:00
W-1209,SRU,3.5,2026-08-29T01:30:00
W-1209,SRU,4.0,2026-08-29T02:00:00
W-1209,SRU,2.9,2026-08-29T02:30:00
W-1209,SRU,3.1,2026-08-29T03:00:00
W-1209,SRU,3.4,2026-08-29T03:30:00
W-1209,SRU,5.3,2026-08-29T04:00:00
W-1209,SRU,4.1,2026-08-29T04:30:00
W-1209,SRU,2.5,2026-08-29T05:00:00
W-1209,SRU,2.5,2026-08-29T05:30:00
W-1209,SRU,6.3,2026-08-29T06:00:00
W-1209,SRU,3.4,2026-08-29T06:30:00
W-1209,SRU,7.4,2026-08-29T07:00:00
W-1209,SRU,11.6,2026-08-29T07:30:00
W-1212,ARU,2.3,2026-08-29T08:00:00
W-1212,ARU,2.4,2026-08-29T08:30:00
W-1212,ARU,3.5,2026-08-29T09:00:00
W-1212,ARU,3.3,2026-08-29T09:30:00
W-1212,ARU,4.3,2026-08-29T10:00:00
W-1212,ARU,5.5,2026-08-29T10:30:00
W-1212,ARU,4.9,2026-08-29T11:00:00
W-1212,ARU,3.4,2026-08-29T11:30:00
W-1212,ARU,3.0,2026-08-29T12:00:00
W-1212,ARU,2.5,2026-08-29T12:30:00
W-1212,ARU,3.5,2026-08-29T13:00:00
W-1212,ARU,8.7,2026-08-29T13:30:00
W-1212,ARU,6.2,2026-08-29T14:00:00
W-1212,ARU,12.1,2026-08-29T14:30:00
W-1212,ARU,4.5,2026-08-29T15:00:00
W-1212,ARU,3.4,2026-08-29T15:30:00
W-1218,DCU,2.3,2026-08-29T00:00:00
W-1218,DCU,2.0,2026-08-29T00:30:00
W-1218,DCU,2.3,2026-08-29T01:00:00
W-1218,DCU,3.2,2026-08-29T01:30:00
W-1218,DCU,2.2,2026-08-29T02:00:00
W-1218,DCU,2.8,2026-08-29T02:30:00
W-1218,DCU,1.5,2026-08-29T03:00:00
W-1218,DCU,1.9,2026-08-29T03:30:00
W-1218,DCU,2.9,2026-08-29T04:00:00
W-1218,DCU,1.9,2026-08-29T04:30:00
W-1218,DCU,3.5,2026-08-29T05:00:00
W-1218,DCU,2.7,2026-08-29T05:30:00
W-1218,DCU,4.0,2026-08-29T06:00:00
W-1218,DCU,2.6,2026-08-29T06:30:00
W-1218,DCU,3.7,2026-08-29T07:00:00
W-1218,DCU,3.0,2026-08-29T07:30:00
W-1221,HCU,1.1,2026-08-29T08:00:00
W-1221,HCU,1.2,2026-08-29T08:30:00
W-1221,HCU,2.5,2026-08-29T09:00:00
W-1221,HCU,1.6,2026-08-29T09:30:00
W-1221,HCU,2.1,2026-08-29T10:00:00
W-1221,HCU,1.5,2026-08-29T10:30:00
W-1221,HCU,6.4,2026-08-29T11:00:00
W-1221,HCU,4.2,2026-08-29T11:30:00
W-1221,HCU,2.7,2026-08-29T12:00:00
W-1221,HCU,1.4,2026-08-29T12:30:00
W-1221,HCU,1.9,2026-08-29T13:00:00
W-1221,HCU,6.9,2026-08-29T13:30:00
